,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.12863944889712653,0.11443433056126298,0.0698217334547781,0.05792788813041724,0.03406275701304085,0.02000904892534934,0.00885859702704644,0.011480525854594411,-0.000373947963632695,-0.019348384118242176,-0.0005897716553074042,-0.0072126561573985235,0.013203430126990701,0.01643251517707407,-0.008500689950085532,-0.0003278462008257015,0.0020876693878433307,-0.0006391008247198333,0.0019079388198649158,0.001171941259687673,-0.0016489175507898477,-0.0024006125380819014,0.004352845115873974,-0.002093915865150436,0.0006725434089924411
1,0.06258607357208755,-0.027591205566419332,-0.12267219968021677,0.08582148631773072,-0.07190115711012521,0.050099499478639904,0.001349619605448633,0.00677935861183259,0.010068198802580516,0.0034445436648591296,-0.0052840812614528,0.00019598364967278597,-0.0007696881462068741,-0.003814626457082804,0.004736498694253265,0.004898386743662643,-0.0007395363119813299,0.00028761036987370994,0.0004819512774726406,-0.00551585904912785,-0.0005035479483195396,-0.0032095249087606475,0.0013679130314545281,-0.000951702826648645,0.0002444679278920041
2,0.0237232342619715,-0.3973149715663835,-0.008607241787805482,-0.0349525175794762,0.02782871645815408,0.01727692624486995,0.0049102093775087565,0.0038116380087802972,0.0006280472982914247,0.00954178612326321,-0.06384417484634743,-0.007119684288306145,0.00900671789624739,-0.00377599612601182,-0.008424762505272618,-0.0030532091655632917,0.0018022557407837492,-0.0009987761400486839,-0.004815616414332566,0.00010322887540474574,0.0062581516207957325,0.011968216087587273,0.006354527613987665,0.0007375001437955473,0.013060491864855747
3,-0.6243116857143967,0.06291924538135775,0.020389532605855087,0.016733220527094233,8.390387725423304e-05,0.010294396550700814,0.004300966508633075,0.006578895211272319,-0.026736350693533913,0.014593428242190976,0.002024174481142028,-0.0030857714862183526,-0.004214606522783872,0.0011747563617870297,-0.0067182383531389925,0.005011641323785878,-0.004057624198555902,0.017276136496195943,-0.008862114764449433,0.0027705542686895126,-0.0012846734027723212,-0.0005030606334955449,0.0009967402177439892,-0.00023172954809503796,-0.0003230675146621893
4,0.11268970729630917,0.1461829340337873,0.015014368912252465,-0.022384814241172595,0.026782413733945954,-0.008984218962737753,-0.00043206049551386156,-0.00013817532838943453,0.01112513420862581,0.023793228691465603,0.0002976836727510409,0.004519249510163792,-0.008344113891700455,-0.004140482517584042,-0.0024006857686176045,-0.0008081206405203701,0.0016233957653433594,0.00017441966891023505,0.0012535244675132926,-0.0029570406474020553,-0.0013229981748006502,0.0005550923883625557,-0.00031341070125814565,-0.0005713913803690371,-0.00035326294775748064
5,0.05226982581353781,-0.31264711651267574,0.11702069422663694,0.09609093506610734,-0.11121503848046306,-0.017858564961864568,-0.29159430192588115,-0.3462978656356296,-0.011934297618982357,-0.016158174120743028,-0.0013037143086614194,-0.001355990997408124,0.001076452005578679,0.022334342672156317,-0.006966443960039838,0.004207224265350323,0.005970094538814199,-0.000649617434672684,0.0013995362736199128,0.0009362769137985858,-0.001032452432758789,0.005175811636432425,-0.0018077148143321722,-0.0015451687256114646,-0.0013361137364944907
6,-0.2545632000053126,0.10179231547956806,-0.027202885549311193,-0.07333163127364832,0.003028239690792175,-0.03415426986411359,-0.017536518796845427,0.003700858676457959,0.09575163732721244,-0.05784247486572689,-0.0032902528245361616,-0.008451459804859068,0.009815248617599305,-0.0014136287531603007,0.019044384008981088,-0.013133454879144149,0.01154428807363689,-0.002850870263648546,0.0028073670763304995,-0.0002061940457883262,0.0010023070030010946,0.001470073119503871,-0.0007554263086568846,0.00043029963543431967,-0.001584454940368502
7,0.04008087139876168,-0.3844784374407868,0.10183026236075972,0.0056504294260711066,-0.09635551057160005,-0.04611272968353834,-0.020842327475994203,-0.0219000949638204,0.009475304896566674,0.002837534946146623,0.007471012469292166,-0.0010116070043314992,0.0015338391501391138,-0.009517575606801202,-0.009422711890313079,-0.00531938593936261,-0.0013709271123721258,0.005384707612890338,0.014730485190873133,0.012687923779827472,0.0014000096313997806,-0.01763766228480005,-0.00023547368254961688,0.005246489471474796,0.0066735731047505775
8,0.09541772165712206,0.0865416441146221,-0.05295107341381332,-0.011606276201059949,-0.045372744206302947,0.004614498537091426,0.006104168843925519,-0.002864935162050933,-0.0388950217505706,-0.019722191186278205,-0.0011771193102030266,0.002744148976271508,-0.005718285121574829,-0.0027006489310180772,0.006751189734732082,0.0033891459859605594,8.973208663956854e-05,-4.764194630115341e-05,-0.0005730719215278944,-0.0024498006541453774,0.001122575705525584,-0.0028967691030559015,0.00010089968374681485,-0.004767378708153542,0.0022995708346370217
9,-0.030731082678450566,-0.27740293360399443,-0.1832071309018917,0.17692287029828296,0.15564457172433732,-0.27531690885972865,-0.00041847007579199036,2.4954817847167216e-05,-0.018950614870717985,-0.00869374217795398,0.009374798392203237,0.00171208036068633,-1.6592263913686467e-05,-0.00184721872286715,0.0006706079622035482,0.0005017629936708884,0.0007825493459465418,0.0013976140172773071,0.0020663480277042802,-0.0003456000870685255,0.0005166298734558967,-0.0076882181829021606,-0.0033587528491725344,-0.003458604813537216,-0.017265011361175853
