DNA sample ethnicity and id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,DNA sample ethnicity,sample id
England_MIA:I14804,0.130897,0.131003,0.067882,0.057171,0.042777,0.008088,0.00047,0.002538,-0.001023,-0.011481,-0.000162,0.002548,-0.012042,-0.020368,0.018187,0.009281,0.01017,-0.003294,-0.001006,0.021385,0.000998,-0.00643,0.007518,0.010483,0.00491,England_MIA,I14804
England_MIA:I14807,0.127482,0.135065,0.06675,0.050711,0.040315,0.024263,-0.00094,0.001385,0.005113,-0.008018,-0.005684,0.002698,-0.012785,-0.021056,0.016829,0.007558,-0.002738,0.003927,0.001885,0.002376,0.012603,0.005441,0.004807,0,-0.006227,England_MIA,I14807
England_MIA:I14808,0.125205,0.12491,0.060716,0.037468,0.038161,0.008367,0.00235,0.003923,0.013908,0.00656,-0.00406,0.003897,-0.015907,-0.016102,0.019815,-0.00358,-0.003651,0.008108,-0.001257,0.007128,0.00574,0.010634,-0.001109,0.004579,-0.007185,England_MIA,I14808
England_MIA:I14858,0.132035,0.125926,0.060716,0.03876,0.048317,0.02259,0.000235,0.010153,0.000614,0.006925,-0.004384,0.007194,-0.014569,-0.011147,0.022122,0.01074,-0.001043,0.004814,0.001885,0.01013,0.009608,0.000618,0.001972,0.006868,-0.008622,England_MIA,I14858
England_MIA:I14859,0.130897,0.141159,0.062602,0.037468,0.037545,0.00753,-0.002115,0.005769,0.014726,0.007654,0.003897,0.012139,-0.021258,-0.016652,0.024973,0.004641,-0.004042,0.007475,0.003017,0.003752,0.003993,0.001855,0.006162,0.001928,0.002754,England_MIA,I14859
England_MIA:I14860,0.12862,0.140143,0.062602,0.040698,0.045239,0.021475,0.000705,0.005307,0.008999,0.00492,-0.003085,0.007793,-0.009812,-0.01101,0.021308,0.004243,-0.004694,0,-0.002514,0.000625,0.003369,0.007543,-0.006039,0.003735,0.00958,England_MIA,I14860
England_MIA:I14863,0.12862,0.137096,0.062602,0.055879,0.041854,0.016733,0.003995,0.000462,0.009613,0.005285,-0.007957,0.002548,-0.003568,-0.003991,0.018051,0.008353,0.001434,0.0019,-0.003897,-0.000625,0.004991,0.001484,-0.002095,0.004699,0.002994,England_MIA,I14863
England_MIA:I14866,0.125205,0.135065,0.063733,0.056848,0.036314,0.023148,-0.000235,0.006461,0.008795,0.002734,-0.002273,0.006894,-0.015015,-0.021882,0.012351,0.012066,-0.000261,-0.00228,0.00729,0.004877,0.014474,0.011252,0.001725,0.000723,0.007784,England_MIA,I14866
England_MIA:I16591,0.137726,0.12491,0.054305,0.044574,0.046162,0.02008,0.007285,0.007615,-0.003477,0.004738,-0.012666,0.010041,-0.009812,-0.032479,0.015744,0.017634,-0.009127,0.006208,0.006788,0.007629,0.007986,0.007172,-0.008134,-0.000482,-0.000359,England_MIA,I16591
England_MIA:I16592,0.130897,0.141159,0.058077,0.050388,0.035699,0.014502,-0.00282,0.002769,0.014726,0.010934,-0.00341,0.003447,-0.012487,-0.010597,0.014386,0.006629,0.00339,-0.003547,-0.005405,-0.001126,0.009483,0.00136,0.001232,-0.00253,-0.002754,England_MIA,I16592
England_MIA:I16597,0.132035,0.13405,0.046763,0.040052,0.035083,0.014223,0.008225,-0.007384,0.00859,0.002369,-0.009094,0.010641,-0.020515,-0.011285,0.019272,0.003182,-0.007823,0.004054,0.001006,0.010005,-0.006738,-0.002349,0.002711,0.010845,0.000599,England_MIA,I16597
England_MIA:I16599,0.125205,0.140143,0.058831,0.059432,0.038161,0.013666,0.00517,0.005307,0.009817,0.005832,-0.001137,0.008542,-0.01665,-0.01679,0.012758,0.015911,0.01004,0.007348,0.00729,0.002376,0.020838,0.009274,-0.00912,0.002048,0.003712,England_MIA,I16599
England_MIA:I16611,0.12862,0.141159,0.064488,0.050711,0.041854,0.01757,0.00094,0.005307,0.004909,0.008018,-0.002598,0.016186,-0.022299,-0.009634,0.028366,0.008618,-0.000261,0.00114,0.000377,0.005503,0.004866,-0.001855,0.004437,0.005061,-0.003473,England_MIA,I16611
England_MIA:I17014,0.129758,0.140143,0.065619,0.038437,0.042162,0.025937,-0.00141,0.008077,0.015544,0.01713,-0.010393,-0.001649,-0.022745,-0.01734,0.025108,0.002519,-0.004563,0.004434,-0.000503,-0.006628,0.006863,0.00915,-0.001232,0.008796,-0.007544,England_MIA,I17014
England_MIA:I17015,0.127482,0.141159,0.061471,0.054264,0.040931,0.022869,-0.009165,0.000923,0.005318,0.011299,-0.003248,0.007643,-0.006392,-0.0139,0.021172,0.010607,-0.009518,0.004307,-0.001383,0.01063,0.006489,0.005193,0.002218,0.009278,-0.003113,England_MIA,I17015
England_MIA:I17016,0.126344,0.137096,0.061094,0.043282,0.039392,0.015897,-0.00564,0.000462,0.0045,0.007654,-0.003573,0.008992,-0.020367,-0.010872,0.017372,-0.002784,-0.002477,-0.00076,0.001006,0.001126,0.008111,0.002597,0.000863,0.004338,-0.002515,England_MIA,I17016
England_MIA:I17261,0.138864,0.13405,0.064488,0.043928,0.04647,0.005299,-0.00282,0.006231,0.012476,0.011845,-0.003248,0.009891,-0.008176,-0.007707,0.022258,-0.000133,-0.027381,0.007348,0.009679,0.008879,0.004866,0.005564,-0.001725,0.010242,0.0097,England_MIA,I17261
England_MIA:I19044,0.130897,0.137096,0.058831,0.043282,0.039392,0.009761,0.0047,0.003923,0.010022,0.011845,-0.002273,0.012739,-0.013231,-0.023121,0.018322,0.022673,0.008214,-0.00152,0.005656,0.004752,0.002745,0.005441,0.004437,0.003976,0.003353,England_MIA,I19044
England_MIA:I19045,0.129758,0.141159,0.05506,0.043928,0.040007,0.020359,0,0.004846,0.021884,0.014761,-0.013478,-0.002398,-0.02215,-0.012799,0.024294,0.010209,-0.008214,-0.004054,0.002263,0.018384,0.006738,0.005564,-0.002958,-0.006868,0.007305,England_MIA,I19045
England_MIA:I19046,0.126344,0.138112,0.062979,0.04845,0.039084,0.015339,0.01081,0.004154,0.001023,-0.002005,-0.003248,0.005245,-0.02438,-0.025598,0.012622,0.012729,0.008736,-0.00076,0.000251,0.012506,0.013851,-0.003957,-0.000616,0.008435,0.004071,England_MIA,I19046
England_MIA:I19211,0.121791,0.132019,0.060716,0.050065,0.030159,0.0251,-0.003055,0.003461,-0.000818,-0.004009,-0.005684,0.010191,-0.007582,-0.018029,0.020765,-0.01074,-0.022817,0.002914,-0.001257,-0.006503,0.006364,0.006554,-0.002465,0.001566,-0.01449,England_MIA,I19211
England_MIA:I19652,0.127482,0.135065,0.05242,0.057817,0.0437,0.017012,0.00846,0.020538,0.010022,0.005832,-0.019649,0.001499,-0.018583,-0.015964,0.020358,0.001061,-0.007562,-0.003547,-0.001885,0.001376,0.009358,0.00507,0.001972,0.008917,-0.01892,England_MIA,I19652
England_MIA:I19654,0.125205,0.145221,0.063356,0.035853,0.037545,0.025937,0.005875,0.006231,0.003477,0.006925,-0.01023,0.01109,-0.016947,-0.01101,0.021172,-0.006762,-0.020731,0.007981,0.010182,-0.007504,0.006863,0.003586,0.004437,0.006868,-0.002036,England_MIA,I19654
England_MIA:I19656,0.127482,0.135065,0.065242,0.050065,0.042469,0.013108,0.008225,0.00923,0.010022,0.003645,-0.005034,0.008542,-0.00996,-0.016928,0.028908,0.011668,-0.0103,-0.003547,0.000126,0.006253,0.007736,0.006925,-0.006162,0.002169,0.000838,England_MIA,I19656
England_MIA:I19854,0.132035,0.138112,0.055437,0.048127,0.039392,0.016455,0.00846,0.013153,-0.000614,0.002005,-0.003897,0.006145,-0.015015,-0.00234,0.018865,-0.000663,-0.02034,0.007601,-0.001383,0.003752,0.01123,0.006925,-0.006039,0.003374,-0.010059,England_MIA,I19854
England_MIA:I19855,0.129758,0.13405,0.064865,0.040698,0.04647,0.018686,-0.001175,-0.000692,0.017589,0.020593,0.003573,0.006594,-0.021258,-0.024772,0.021444,0.014983,-0.00326,0.006081,0.004651,0.013506,0.001996,0.002968,-0.004683,0.003615,-0.001796,England_MIA,I19855
England_MIA:I19872,0.124067,0.13405,0.064111,0.03553,0.046778,0.01004,0.002585,0.013615,0.012885,0.009112,-0.002761,0.01094,-0.007879,-0.012524,0.019815,0.006762,-0.003129,0.001394,-0.001006,0.004252,-0.001872,0.000866,-0.000493,0.003374,-0.002754,England_MIA,I19872
England_MIA:I19873,0.118376,0.137096,0.06939,0.050388,0.045547,0.021475,0,0.009461,0.020452,0.010205,0.00341,0.004946,-0.00892,-0.014726,0.021037,0.005834,-0.004303,0.002787,0.00088,0.003752,0.013726,0.007296,0.000246,0.005663,-0.004311,England_MIA,I19873
England_MIA:I19874,0.129758,0.133034,0.068259,0.052003,0.043393,0.014502,0.00752,0.007154,0.011862,0.006378,-0.003735,0.005845,-0.016055,-0.008257,0.016558,-0.008751,-0.02386,0.003674,0.006034,-0.002001,0.00861,0.002473,-0.003328,0.003856,-0.010418,England_MIA,I19874
England_MIA:I19907,0.130897,0.136081,0.054305,0.050388,0.032929,0.013666,-0.00094,0.001615,0.011453,0.009659,-0.003573,0.014387,-0.020812,-0.018029,0.015472,0.003713,-0.000391,0,0.003394,-0.002251,0.003868,-0.004204,-0.003697,0.011447,-0.00455,England_MIA,I19907
England_MIA:I19908,0.134311,0.137096,0.058454,0.034884,0.039084,0.010877,0.00047,-0.003923,0.011453,0.009112,-0.014128,0.009142,-0.01888,-0.026148,0.018051,0.013657,0.014994,0.00152,0.002263,0.012381,0.002995,0.002968,-0.010846,0.011809,-0.006107,England_MIA,I19908
England_MIA:I19909,0.129758,0.135065,0.061094,0.04845,0.03139,0.018686,0.005875,0.007846,-0.001227,0.001822,-0.005684,0.002398,-0.015907,-0.008808,0.016694,0.004641,-0.009909,0.002027,0.006285,0.004127,0.008735,0.009274,-0.00037,0.001928,0.007065,England_MIA,I19909
England_MIA:I19910,0.12862,0.135065,0.054305,0.03553,0.041238,0.009761,0.00517,0.000462,0.007772,0.011663,-0.001299,0.008093,-0.011298,-0.01734,0.022258,0.025457,0.008084,-0.002914,-0.005782,0.012131,0.007861,0.007172,0.000616,0.004579,0.003712,England_MIA,I19910
England_MIA:I19911,0.121791,0.137096,0.059585,0.041667,0.044931,0.010877,0.00329,0.002769,0.012885,0.006925,-0.006496,0.002248,-0.017245,-0.003853,0.017372,-0.003845,-0.021253,0.007475,0.005028,-0.004752,0.016471,0.002968,-0.002958,0.003012,0.005269,England_MIA,I19911
England_MIA:I19912,0.126344,0.137096,0.049403,0.052972,0.039084,0.016455,-0.00047,0.002538,0.009408,0.003462,0.002111,0.002698,-0.008028,-0.015001,0.02158,0.01127,-0.013299,0.005194,-0.000628,-5.00E-04,0.002995,0.003215,0.006286,0.010483,0.00012,England_MIA,I19912
England_MIA:I19914,0.126344,0.142174,0.058454,0.04522,0.039392,0.015339,0.00329,-0.003692,0.006749,0.013121,-0.005846,0.005545,-0.028246,-0.013349,0.031894,0.01538,-0.006258,0.001774,0.002137,0.000125,0.00262,0.003957,-0.003081,0.004579,0.002275,England_MIA,I19914
England_MIA:I20582,0.133173,0.129988,0.060716,0.040698,0.045547,0.020359,0.00188,0.005307,0.008999,0.00656,-0.002273,0.005695,-0.019326,-0.021607,0.017372,0.016839,-0.00339,-0.000253,0.001885,0.006503,0.010606,0.011623,-0.0053,0.006266,0.002395,England_MIA,I20582
England_MIA:I20586,0.133173,0.133034,0.053551,0.052326,0.036314,0.018686,-0.00188,0.00923,-0.001432,-0.000729,-0.006658,0.010491,-0.02111,-0.012937,0.023344,0,-0.012126,0.001647,0.001131,0.008879,0.003619,0.004451,-0.007025,0.009881,-0.001796,England_MIA,I20586
England_MIA:I20587,0.129758,0.142174,0.054305,0.038114,0.041546,0.009482,0.000235,0.005538,0.008795,0.016219,-0.003897,0.001049,-0.011744,-0.015414,0.022394,0.002652,-0.015385,0.003167,-0.007668,-0.004502,0.004991,0.007172,-0.00456,0.000843,0.005748,England_MIA,I20587
England_MIA:I20588,0.130897,0.141159,0.058454,0.038437,0.0437,0.01255,0.003055,0.003,0.009204,0.014214,0.001624,0.009142,-0.01665,-0.0139,0.02348,0.002784,-0.002347,0.009502,0.008673,-5.00E-04,0.008984,0.001731,0.000616,0.004458,-0.011975,England_MIA,I20588
England_MIA:I20589,0.136588,0.140143,0.065619,0.046512,0.032621,0.014781,0.00282,0.004615,0.001227,0.002187,-0.001949,0.005995,-0.016204,-0.017891,0.029044,0.006895,-0.007693,-0.002914,0.003017,0.000875,0.003369,0.004451,0.002218,0.006025,-0.00934,England_MIA,I20589
England_MIA:I20627,0.130897,0.126941,0.059208,0.042636,0.037853,0.028726,0.00047,0.005769,0.005522,0.002551,-0.005521,0.002248,-0.016204,-0.01968,0.024158,-0.002254,-0.008996,0.005574,0.006285,0.003627,0.003119,0.009645,-0.003821,0.008435,0.000599,England_MIA,I20627
England_MIA:I20990,0.135449,0.135065,0.060716,0.050388,0.041238,0.008088,0.00564,0.002077,0.013294,0.009841,-0.002598,0.006145,-0.019029,-0.013212,0.019272,0.00305,-0.005085,0.003421,0.004902,0.004752,0.002745,0.00371,-0.0053,-0.002289,-0.00467,England_MIA,I20990
England_MIA:I21178,0.12862,0.132019,0.05242,0.038437,0.038161,0.019243,-0.00329,-0.000692,0.009613,0.009112,0.00341,0.005095,-0.014866,-0.025047,0.018594,0.023203,0.009648,0.000887,0.006536,0.005253,0.003119,0.006059,-0.003574,0.004699,-0.004191,England_MIA,I21178
England_MIA:I21179,0.127482,0.131003,0.061471,0.053295,0.036622,0.013108,0.004465,0.004846,0.005522,0.00328,-0.00341,0.006744,-0.01115,-0.017891,0.021987,0.015646,0.016037,0.000127,0.001131,-0.003627,0.006239,0.010634,-0.002465,0.014339,-0.006586,England_MIA,I21179
England_MIA:I21180,0.135449,0.142174,0.060339,0.044574,0.042162,0.013666,0.00235,0.004615,0.003886,0.006196,-0.011854,0.008393,-0.019772,-0.020506,0.019815,0.021877,0.012647,0.003927,0.002388,0.009379,0.004866,-0.003091,-0.000863,0.006145,-0.003233,England_MIA,I21180
England_MIA:I21181,0.132035,0.136081,0.059962,0.043605,0.03693,0.01255,0.003055,-0.004615,0.001023,0.000911,-0.004547,0.006894,-0.013677,-0.023671,0.018051,0.016441,0.016428,-0.001774,-0.001257,0.004002,-0.002496,0.00371,-0.007888,0.013375,-0.003832,England_MIA,I21181
England_MIA:I21182,0.130897,0.135065,0.068259,0.040052,0.038776,0.01255,0.001645,0.007154,0.015748,0.005649,-0.009419,0.002398,-0.017988,-0.015689,0.027958,-0.003845,-0.019949,0.007348,0.004777,0.005628,0.002371,-0.002226,0.002095,-0.005302,-0.006945,England_MIA,I21182
England_MIA:I21271,0.12862,0.14319,0.069767,0.041667,0.0397,0.011435,0.000235,-0.000231,0.01084,0.010205,-0.011854,0.008393,-0.018434,-0.0139,0.027416,-0.00053,-0.002999,-0.001267,-0.001131,-0.00025,0.0141,0.000742,-0.003944,-0.000241,-0.003113,England_MIA,I21271
England_MIA:I21272,0.127482,0.132019,0.061094,0.045543,0.0397,0.016176,0.007285,0.006461,0.003681,-0.002734,-0.003085,0.007493,-0.009812,-0.021194,0.012079,0.015513,0.015646,-0.001647,0.001885,0.006378,0.017095,0.003462,-0.000246,0.006868,0.002994,England_MIA,I21272
England_MIA:I21274,0.12862,0.140143,0.058077,0.034561,0.037238,0.013387,0.004935,0.009692,0.014112,0.00893,-0.008282,0.004946,-0.009663,-0.015001,0.028773,0.027048,0.008214,0.0019,-0.001006,0.002001,0.009608,0.00371,0.001356,0.006025,0.002754,England_MIA,I21274
England_MIA:I21275,0.135449,0.141159,0.056945,0.044574,0.050779,0.014223,0.008225,0.013615,0.009613,0.005467,0.000487,0.001349,-0.006541,-0.005092,0.013572,-0.008221,-0.014733,0.002787,0.004777,-0.002376,0.003868,0.002968,0.003204,0.005784,-0.00467,England_MIA,I21275
England_MIA:I21276,0.134311,0.138112,0.065242,0.043282,0.038161,0.014781,0.0047,0.007615,0.007567,0.007107,-0.003897,0.005995,-0.00996,-0.009771,0.020901,0.001724,-0.008214,0.003547,-0.005028,0.000375,0.004492,0.000124,-0.010476,0.000723,-0.001197,England_MIA,I21276
England_MIA:I21277,0.12862,0.132019,0.061848,0.055556,0.036314,0.021196,0.00987,0.009692,0.01268,0.004191,0.008119,0.008692,-0.014866,-0.009221,0.023751,-0.005569,-0.025816,0.004307,-0.001257,0.004127,0.003743,0.008903,-0.005176,0.006266,0.00491,England_MIA,I21277
England_MIA:I21293,0.125205,0.135065,0.064111,0.05814,0.045239,0.019522,0.00846,-0.000692,0.001636,0.004738,-0.002923,0.006294,-0.012785,-0.014038,0.019679,0.009016,0.000782,0.00266,0.006411,0.001376,0.01148,0.011005,-0.001479,-0.001084,-0.005029,England_MIA,I21293
England_MIA:I3014,0.126344,0.132019,0.060716,0.044574,0.037545,0.014223,0,0.007846,0.001841,0.003098,-0.003248,0.001948,-0.009514,-0.024084,0.017372,0.006629,0.000261,0.000507,0.000126,0.004752,0.005366,0.006183,0.003574,0.008314,0.005029,England_MIA,I3014
England_MIA:I3083,0.144555,0.132019,0.062602,0.065892,0.030467,0.026495,0.01034,0.014307,-0.004909,0.013303,-0.007145,0.004646,-0.017096,-0.00812,0.035559,0.006099,-0.007432,0.013682,-0.009804,0.00988,0.01435,0.000742,-0.005793,0.017111,0.002874,England_MIA,I3083
England_MIA:I7632,0.127482,0.132019,0.056945,0.046835,0.043085,0.008925,-0.011986,-0.001615,0.003068,0.008201,-0.00065,0.004646,-0.012785,-0.010735,0.017372,-0.007823,-0.014603,0.005574,0.004022,0.008629,0.009358,0.009892,0.007518,0.01217,-0.001796,England_MIA,I7632
England_N_low_res:I4949,0.133173,0.170609,0.067882,-0.012274,0.090786,-0.027889,-0.003525,0.016153,0.076287,0.072165,0.008769,0.028625,-0.029881,-0.018441,0.000679,-0.005569,-0.014994,0.002407,0.015964,-0.021635,-0.00262,0.015704,-0.016145,-0.034342,0.013412,England_N_low_res,I4949
England_N_o:I2611,0.125205,0.125926,0.051666,0.072029,0.020004,0.013666,0.00188,0.00923,-0.007158,0,-0.004709,0.009292,-0.015312,-0.010046,0.020765,0.004243,-0.019949,-0.003927,-0.00352,-0.005127,0.006239,0.003339,-0.001109,0.015544,0.006227,England_N_o,I2611
England_N_o:I3035,0.126344,0.13405,0.072407,0.060078,0.040315,0.008088,0.00047,-0.002308,0.007976,0.001458,-0.003897,0.007493,-0.013231,-0.011423,0.013165,0.005171,-0.000782,0.009628,0.005279,0.008379,-0.000624,-0.007914,-0.005793,0.006868,-0.000838,England_N_o,I3035
England_N:I14326,0.122929,0.174671,0.058831,-0.037468,0.095095,-0.017849,-0.0047,0.002769,0.065243,0.088749,0.002598,0.014687,-0.032557,-0.020781,-0.007057,0.012463,0.019949,0.000507,-0.003142,-0.000375,0.006738,0.000247,-0.008997,-0.034824,0.001557,England_N,I14326
England_N:I16463,0.124067,0.167562,0.046009,-0.026486,0.07663,-0.025658,-0.00376,-0.003692,0.068106,0.090936,-0.002761,0.015436,-0.030178,0.001376,-0.003936,-0.008221,-0.012517,0.005574,0.011313,-0.018009,0.001373,0.007543,-0.007025,-0.025546,0.000359,England_N,I16463
England_N:I2605,0.125205,0.17264,0.053174,-0.032623,0.074783,-0.030399,-0.003055,0.006692,0.067493,0.085651,-0.000325,0.011839,-0.027056,-0.004129,-0.020222,-0.000796,0.011213,0.003294,0.002011,-0.00988,0.011105,0.001237,-0.018241,-0.04109,-0.000599,England_N,I2605
England_N:I2606,0.129758,0.165531,0.057322,-0.038437,0.088324,-0.027052,0.000705,-0.001846,0.060539,0.087656,0.009094,0.012739,-0.027651,-0.015964,-0.003122,0.015248,0.030119,0.005194,0.005656,0.005253,0.004991,0.00272,-0.012941,-0.027353,0.002634,England_N,I2606
England_N:I3068,0.12862,0.165531,0.053174,-0.033592,0.089863,-0.023706,-0.00282,0.003461,0.058494,0.092029,-0.001461,0.014237,-0.017988,-0.020231,-0.011129,0.012729,0.026338,-0.000127,-0.000377,0.001126,0.012104,-0.007172,-0.018364,-0.036511,-0.007185,England_N,I3068
England_N:I5366,0.126344,0.165531,0.05242,-0.039406,0.0834,-0.025937,-0.00893,0.001385,0.072401,0.08966,0.000812,0.017235,-0.024529,-0.017753,-0.014929,0.011668,0.022817,0.005954,0.004399,0.005878,0.003993,0.005193,-0.011339,-0.023738,0.005389,England_N,I5366
England_N:I6750,0.118376,0.170609,0.052043,-0.039729,0.080938,-0.015339,-0.012926,-0.003231,0.059925,0.096221,0.009581,0.015286,-0.031516,-0.012524,-0.007872,-0.006364,0.003781,-0.001394,0.002891,0.005378,0.00549,-0.003957,-0.010599,-0.025305,0.003233,England_N,I6750
England_N:I6751,0.124067,0.171624,0.058454,-0.040375,0.082477,-0.014502,-0.00329,-0.002308,0.068106,0.082006,-0.002761,0.018733,-0.019326,-0.006606,-0.006107,-0.000663,0.015646,0.006334,0.002891,0.001,0.017344,0.009027,-0.011216,-0.032776,-0.003113,England_N,I6751
England_N:I6759,0.132035,0.171624,0.059208,-0.039083,0.089247,-0.018407,-0.00188,0.007846,0.056449,0.08802,0.006008,0.014687,-0.0278,-0.010872,-0.008415,0.011933,0.012126,0.001014,0.005782,-0.005253,0.014225,0.005812,-0.017501,-0.030968,0.002155,England_N,I6759
England_N:I6761,0.124067,0.176702,0.056945,-0.034561,0.085862,-0.031794,-0.00658,0.002077,0.06422,0.095856,-0.001137,0.007194,-0.031219,-0.011147,-0.003257,0.006364,0.009909,0.001774,0.002514,-0.000375,0.014225,0.008779,-0.013311,-0.031571,-0.001796,England_N,I6761
England_N:I6762,0.122929,0.170609,0.059585,-0.035853,0.082785,-0.015897,-0.0047,0.002769,0.069743,0.089113,0.003897,0.008542,-0.028097,-0.016239,-0.007872,-0.008353,0.001825,0.002407,0.00176,-0.005503,0.01435,0.000989,-0.015899,-0.033981,0.002275,England_N,I6762
England_Roman_Near_Eastern_o:3DT26,0.05122,0.156392,-0.050911,-0.102068,-0.003077,-0.044065,-0.012926,-0.007154,0.031906,0.000364,0.004384,-0.015436,0.027354,0.003853,-0.003936,0.005304,-0.000782,-0.001014,-0.005908,0.010505,0.003494,-0.003833,-0.001109,0.006868,-0.010059,England_Roman_Near_Eastern_o,3DT26
England_Roman:3DT16,0.126344,0.14319,0.065619,0.057171,0.038469,0.021196,0.00141,-0.001154,0.008385,0.009659,0.003248,0.002997,-0.012785,-0.009358,0.014115,0.001061,-0.007953,0.003041,0.002011,-0.006753,0.005865,0.005935,-0.001479,0.007953,-0.000479,England_Roman,3DT16
England_Roman:6DT18,0.125205,0.142174,0.058454,0.050388,0.046162,0.021196,0.0047,0.008538,-0.000818,0.005103,0.000487,0.012589,-0.017393,-0.020368,0.023887,0.006762,-0.005346,-0.003041,0.012444,0.001,0.007986,0.000866,-0.00419,0.013857,-0.003353,England_Roman,6DT18
England_Roman:6DT21,0.126344,0.12491,0.061471,0.047804,0.027697,0.013945,0.005405,0.009923,-0.00225,-0.000911,-0.019487,0.012589,-0.011447,-0.007707,0.019951,0.006099,-0.008345,-0.003927,0.002765,0.003752,0.002246,0.001237,0.003697,0.002289,-0.001317,England_Roman,6DT21
England_Roman:6DT22,0.125205,0.140143,0.061094,0.045866,0.038776,0.014223,0.004935,0.005077,0.003068,0.000729,-0.004872,0.001349,-0.01115,-0.016928,0.016015,0.000796,0.000652,0.003927,0.006159,0,0.003993,0.005441,-0.011462,-0.00012,-0.000359,England_Roman,6DT22
England_Roman:6DT23,0.126344,0.141159,0.060339,0.046512,0.036622,0.009482,0.005405,0.008077,0.00225,0.001458,-0.008607,0.006744,-0.016055,-0.007019,0.030944,-0.003845,-0.018906,0.004181,-0.003268,0.012506,0.004492,-0.004081,-0.010476,0.008917,-0.001916,England_Roman,6DT23
England_Roman:6DT3,0.132035,0.13405,0.058077,0.050711,0.033237,0.029005,0.008225,0.003461,0.001023,-0.004556,-0.005034,0.005245,-0.017096,-0.005918,0.028908,-0.011403,-0.023469,0.001774,0.003142,0.006378,0.010731,0.000124,-0.002588,0.011086,0.002874,England_Roman,6DT3
England_Roman:S14491,0.130897,0.132019,0.052043,0.047804,0.039084,0.010319,-0.004465,0.002769,0.009408,0.01057,-0.00341,0.008243,-0.013528,-0.02202,0.019951,0.012861,0.004694,0.0019,0.004399,0.009755,0.001497,0.002102,0.001972,0.006386,0.002874,England_Roman,S14491
England_Saxon:I0157,0.129758,0.140143,0.065996,0.059109,0.037853,0.019801,0.00752,0.007615,0.006749,-0.00656,-0.006496,0.008992,-0.009217,-0.01156,0.028908,0.007955,-0.006258,0.000253,0.008045,0.009755,0.003619,-0.003215,-0.005176,0.025666,-0.002874,England_Saxon,I0157
England_Saxon:I0159,0.130897,0.135065,0.062979,0.053618,0.038161,0.023148,0.00329,0.006461,0.001023,-0.000729,-0.001299,0.006894,-0.014569,-0.010322,0.028366,0.010342,-0.007432,0.000507,0.004525,0.008254,0.001373,0.007296,-0.005916,0.012773,0.003592,England_Saxon,I0159
England_Saxon:I0161,0.12862,0.13405,0.061848,0.048127,0.04647,0.020638,0.004465,0.005077,0.006749,0.004738,-0.002436,0.004946,-0.006987,-0.012799,0.024158,0.006895,0.004563,0.0019,0.003645,0.005503,0.002246,-0.00272,0.006779,0.016267,0.003233,England_Saxon,I0161
England_Saxon:I0769,0.129758,0.132019,0.070899,0.059432,0.044624,0.025937,0.00282,0.005538,0,-0.006743,-0.006171,0.004796,-0.012785,-0.012386,0.028366,0.0179,0.00691,-0.003674,0.006159,0.008004,0.008235,0.005193,0.00037,0.019521,0.002036,England_Saxon,I0769
England_Saxon:I0773,0.141141,0.126941,0.063356,0.071383,0.044008,0.024263,0.00799,0.011307,0.00409,-0.00656,-0.005359,0.005395,-0.01219,-0.013074,0.021172,0.011668,-0.001434,0.000887,0.008673,0.008629,0.010981,0.003957,-0.003081,0.015544,-0.007424,England_Saxon,I0773
England_Saxon:I0774,0.134311,0.13405,0.054305,0.051034,0.038161,0.014223,0.013161,0.007615,0.001227,0.003462,-0.004709,0.002548,-0.00446,-0.008257,0.018051,0.009016,-0.01004,0.005448,0.005908,0,0.002246,0.000371,0.000863,0.016267,-0.00467,England_Saxon,I0774
England_Saxon:I0777,0.135449,0.136081,0.063356,0.050388,0.040315,0.019522,0.006345,0.009461,0.01084,0.000182,-0.005196,0.001349,-0.003271,-0.020781,0.017101,0.020551,0.00326,0.002154,0.004777,0.008129,0.003993,0.00643,-0.00949,0.011929,-0.002754,England_Saxon,I0777
England_Saxon:NO3423,0.129758,0.13405,0.068259,0.062339,0.0397,0.017012,0.004465,0.002077,0.001227,-0.007107,-0.007795,0.001499,-0.010852,-0.010459,0.027823,0.005569,-0.014212,0.004561,-0.000126,0.005002,0.009982,0.002473,0.002465,0.015183,0.001916,England_Saxon,NO3423
England_Trumpington_N:TRPTN_611,0.126344,0.170609,0.064488,-0.044897,0.094787,-0.028726,-0.013396,-0.000692,0.057267,0.084011,0.002598,0.017385,-0.025124,-0.007294,-0.012758,0.008751,0.013951,0.008488,0.004525,-0.006128,0.006489,0.005812,-0.016022,-0.031812,0.002634,England_Trumpington_N,TRPTN_611
ESP_EBA_low_res:I23569,0.132035,0.153345,0.049026,0.011951,0.07386,0.00502,-0.011045,0.003231,0.02986,0.031345,-0.004872,0.01154,-0.018583,-0.015414,0.0057,0.006099,-0.005476,0.00038,-0.001131,0.012756,0.017594,0.013231,-0.01442,-0.023979,-0.002515,ESP_EBA_low_res,I23569
ESP_EIA_Tartessian:I12171,0.121791,0.14319,0.05242,-0.009367,0.062165,-0.003068,0.002115,0.010153,0.042132,0.048293,0.00406,0.009292,-0.027056,-0.022845,0.004479,0.011005,0.009388,-0.003547,0.003142,0.005628,0.011605,-0.002473,-0.005546,-0.023859,-0.006227,ESP_EIA_Tartessian,I12171
