DNA sample ethnicity and id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,DNA sample ethnicity,sample id
MNG_Mongun_Taiga_LBA_3:I6363,0.093335,-0.06804,0.062602,0.062985,-0.022773,0.011435,0.00893,0.004846,-0.005522,-0.020957,-0.009581,-0.012739,0.007879,-0.022157,0.01045,-0.001989,-0.010822,-0.007348,-0.000377,5.00E-04,-0.013851,0.00272,-0.001602,0.016629,-0.007424,MNG_Mongun_Taiga_LBA_3,I6363
MNG_Mongun_Taiga_LBA_3:I7033,0.086506,-0.083273,0.056568,0.046189,-0.029236,0.018686,-0.00705,-0.001154,-0.00409,-0.019317,-0.002273,-0.003147,0.006838,-0.022845,0.008143,0.009546,-0.005215,-0.001014,-0.004399,0.008629,-0.025081,0.00779,-0.010106,0.006627,-0.007903,MNG_Mongun_Taiga_LBA_3,I7033
MNG_Munkhkhairkhan_MBA_1:I12955,0.043253,-0.341218,0.092772,0.037468,-0.082169,-0.034304,-0.008225,-0.012923,-0.001227,-0.014397,-0.008931,-0.007044,0.004311,-0.026011,0.006515,0.007027,-0.002999,-0.004054,-0.00817,0.01038,-0.03656,0.003462,-0.003944,-0.002892,-0.003473,MNG_Munkhkhairkhan_MBA_1,I12955
MNG_Munkhkhairkhan_MBA_1:I6348,0.054635,-0.319892,0.088623,0.045866,-0.098172,-0.024542,-0.014571,-0.006461,0.001636,-0.01385,-0.000162,-0.002248,0.004311,-0.038534,0.005565,0,-0.005607,-0.006461,0.008296,0.012506,-0.035313,0.00272,-0.006409,-0.006266,-0.000239,MNG_Munkhkhairkhan_MBA_1,I6348
MNG_Munkhkhairkhan_MBA_2:I13173,0.071709,-0.219354,0.043746,0.047158,-0.074168,0.00251,-0.012456,-0.008307,-0.019021,-0.033167,-0.023871,-0.007793,0.00773,-0.02202,0.009365,0.000796,-0.005346,-0.004814,0.004651,0.00075,-0.026578,0.010387,-0.007518,0.004458,-0.000359,MNG_Munkhkhairkhan_MBA_2,I13173
MNG_North_N:I11696,0.026179,-0.435662,0.081835,-0.024871,-0.084631,-0.053268,0.010105,0.019615,0.016566,0.018224,-0.026307,-0.001349,0.010406,-0.006331,-0.003529,-0.004773,-0.002217,-0.000253,0.005908,0.017133,-0.02271,0.003339,-0.016022,-0.009158,0.007784,MNG_North_N,I11696
MNG_North_N:I11697,0.020488,-0.435662,0.095034,-0.021964,-0.080015,-0.057173,0.010105,0.015461,0.018407,0.021504,-0.026469,0.005095,0.002379,-0.001651,-0.005972,-0.008618,0.001956,-0.003801,0.010182,0.021635,-0.013601,-0.010881,-0.010106,-0.00482,0.00479,MNG_North_N,I11697
MNG_North_N:I11698,0.026179,-0.428553,0.079572,-0.025194,-0.072629,-0.049643,0.011281,0.020307,0.011249,0.019681,-0.028256,-0.002098,0.002527,-0.00523,-0.01045,-0.002652,0.009388,0.005068,-0.000628,0.012881,-0.017968,0.00136,-0.022431,-0.009037,0.009939,MNG_North_N,I11698
MNG_North_N:I13179,0.022765,-0.4316,0.093149,-0.030362,-0.082477,-0.049085,0.014806,0.009461,0.022498,0.01877,-0.025333,0.002847,0.002825,-0.004817,-0.008686,-0.001724,0.002086,0.001774,0.003268,0.025262,-0.022086,-0.010016,-0.01442,-0.00976,0.003712,MNG_North_N,I13179
MNG_North_N:I13698,0.025041,-0.435662,0.087115,-0.023579,-0.086785,-0.051595,0.023266,0.016845,0.022907,0.017677,-0.030691,-0.003147,-0.002527,-0.008395,-0.003257,-0.003978,0.005476,-0.001394,0.005656,0.02176,-0.020339,-0.007543,-0.013927,-0.003012,0.007424,MNG_North_N,I13698
MNG_North_N:I13701,0.022765,-0.421445,0.089,-0.02584,-0.080938,-0.046575,0.011281,0.010846,0.015953,0.023873,-0.034102,-0.004646,-0.000149,-0.005918,-0.003122,-0.001061,0.005346,0.006208,0.002514,0.026263,-0.021462,-0.000371,-0.019966,-0.005181,0.009221,MNG_North_N,I13701
MNG_North_N:I14000,0.022765,-0.4316,0.097674,-0.021318,-0.0834,-0.057451,0.013631,0.00923,0.018407,0.020957,-0.034264,-0.006294,-0.005946,-0.003578,-0.004207,-0.005171,0.005085,-0.003294,0.000377,0.017383,-0.019341,-0.002349,-0.019473,-0.00241,0.011017,MNG_North_N,I14000
MNG_OLN007:OLN007,0.045529,-0.342233,0.027153,-0.03876,-0.000308,0.006136,0.009635,0.012692,-0.01084,0.007472,-0.044494,-0.010191,0.011893,-0.002202,-0.0019,-0.005967,-0.017471,-0.003674,0.003142,-0.012631,0.001497,0.003833,0.008997,-0.009399,-0.001317,MNG_OLN007,OLN007
MNG_Pazyryk_EIA_6:I6263,0.097888,-0.071087,0.065242,0.063954,-0.030775,0.008646,-0.006815,-0.004154,-0.015544,-0.027518,-0.01023,-0.001948,-0.001784,-0.026148,0.015608,0.001061,-0.010952,-0.002154,-0.006788,0.008504,-0.012478,0.003215,-0.000986,0.000723,-0.004431,MNG_Pazyryk_EIA_6,I6263
MNG_Sagly_EIA_4:I12970,0.092197,-0.093429,0.066373,0.051034,-0.037853,0.011713,0.00047,-0.001615,-0.012885,-0.023508,-0.01023,-0.002248,-0.003419,-0.024084,0.014929,0.014054,0.00352,-0.000633,0,0.008629,-0.01722,0.001978,0.001356,0.008676,0.001078,MNG_Sagly_EIA_4,I12970
MNG_Sagly_EIA_4:I6224,0.087644,-0.103584,0.058077,0.052003,-0.048932,0.003068,-0.00235,-0.003,-0.01268,-0.02442,-0.008119,-0.004496,0.006987,-0.028626,0.013572,0.010872,0.008736,-0.000253,-0.003897,0.009505,-0.02845,-0.000124,-0.000123,0.000361,-0.007424,MNG_Sagly_EIA_4,I6224
MNG_Sagly_EIA_4:I6226,0.08992,-0.11577,0.062979,0.053295,-0.044316,0.003626,-0.00799,0.004846,-0.022702,-0.034443,-0.01088,-0.005695,0.008028,-0.027112,0.015879,0.006364,0.005867,-0.000887,-0.005656,0.001626,-0.017968,0.002349,-0.003328,0.005422,-0.008742,MNG_Sagly_EIA_4,I6226
MNG_Sagly_EIA_4:I6230,0.078538,-0.133034,0.061471,0.040698,-0.044008,-0.006414,0.00423,0,-0.011862,-0.012757,-0.009906,-0.001798,-0.004014,-0.026148,0.012215,0.00769,0.005346,0.000507,-0.000628,-0.00025,-0.010357,0.003833,-0.009367,0.001928,-0.005987,MNG_Sagly_EIA_4,I6230
MNG_Sagly_EIA_4:I6231,0.086506,-0.128972,0.062979,0.047481,-0.046778,0.008088,0.000235,-0.003,-0.010635,-0.025513,-0.015589,0.001948,0.001338,-0.020643,0.017779,0.006895,-0.008345,-0.002914,0.007542,0.006628,-0.017844,0.008285,-0.00493,-0.00012,0.000718,MNG_Sagly_EIA_4,I6231
MNG_Sagly_EIA_4:I6232,0.08992,-0.091398,0.060716,0.040698,-0.039084,0.00753,0.005405,0.008307,-0.010022,-0.02606,-0.012342,-0.000749,0.001041,-0.021056,0.016829,-0.001724,-0.008084,0.00152,0.005405,0.013006,-0.029323,0.008903,0.003944,0.001446,0,MNG_Sagly_EIA_4,I6232
MNG_Sagly_EIA_4:I6233,0.101303,-0.054839,0.055814,0.066861,-0.028621,0.019243,0.00235,0.003231,-0.012271,-0.026606,-0.013641,-0.002698,-0.006392,-0.020506,0.02443,-0.010872,-0.032726,-0.002407,-0.002263,0.013131,-0.018343,0.005935,-0.002588,-0.001566,-0.009819,MNG_Sagly_EIA_4,I6233
MNG_Sagly_EIA_4:I6356,0.062603,-0.213261,0.059585,0.025194,-0.049855,-0.004183,0.00235,0.017076,-0.000614,-0.007836,-0.014615,-0.001649,0.003568,-0.027662,0.009093,0.007292,-0.000782,-0.001394,-0.001885,0.004252,-0.015223,0.012984,-0.01023,0.000361,0.001317,MNG_Sagly_EIA_4,I6356
MNG_Sagly_EIA_4:I7022,0.067156,-0.195997,0.069013,0.02907,-0.054779,-0.015339,-0.001645,-0.001385,-0.00859,-0.011663,-0.016239,-0.003147,0.001784,-0.016239,0.006922,0.01074,0.00013,-0.004307,-0.005154,0.007629,-0.026453,0.004204,0.000986,0.00482,0.005628,MNG_Sagly_EIA_4,I7022
MNG_Sagly_EIA_4:I7023,0.095611,-0.100537,0.057699,0.057494,-0.047393,0.001673,-0.00094,-0.002538,-0.005113,-0.023508,-0.002273,-0.002398,0.004311,-0.034406,0.008415,0.019358,0.001695,-0.003674,0.005782,0.006878,-0.016471,0.004575,0.002711,-0.002048,0.000599,MNG_Sagly_EIA_4,I7023
MNG_Sagly_EIA_4:I7024,0.106994,-0.024373,0.060339,0.063308,-0.024928,0.015339,-0.00799,0.001615,-0.020861,-0.033531,-0.000325,-0.003147,0.005798,-0.017891,0.019272,-0.001458,-0.018384,0.001394,-0.00905,-0.004752,-0.019965,0.008408,0.008874,0.003253,-0.005508,MNG_Sagly_EIA_4,I7024
MNG_Sagly_EIA_4:I7027,0.0774,-0.12491,0.063733,0.041344,-0.044316,-0.001952,0.00658,0.009,-0.003477,-0.026789,-0.011367,0.001499,0.000297,-0.020506,0.019544,-0.009281,-0.022948,-0.001394,-0.00088,-0.001751,-0.018218,-0.001978,-0.002958,-0.002289,0.007424,MNG_Sagly_EIA_4,I7027
MNG_Sagly_EIA_4:I7029,0.080814,-0.123895,0.059208,0.047158,-0.04647,-0.00251,-0.00188,0.001154,-0.011658,-0.014943,-0.010068,0.000599,0.004311,-0.021607,0.015336,0.018563,0.005867,0.001394,-0.00088,0.009379,-0.026329,0.013231,-0.004683,0.000241,-0.003952,MNG_Sagly_EIA_4,I7029
MNG_Sagly_EIA_4:I7030,0.084229,-0.11577,0.062979,0.052003,-0.053856,-0.007251,0.00094,-0.008538,-0.018612,-0.03262,-0.009743,-0.004496,0.001041,-0.013625,0.017236,0.006364,-0.011735,-0.000633,-0.005028,0.004377,-0.018717,-0.010016,0.008258,0.005302,-0.003473,MNG_Sagly_EIA_4,I7030
MNG_Salkhit_UP:salkhit1,-0.001138,-0.169593,-0.039221,0.061693,0.017234,-0.01506,0.017391,-0.023999,0.035178,-0.004009,0.000325,-0.003897,0.007284,-0.004679,-0.004479,-0.001326,0.007302,0.006968,0.014455,0.015632,0.001123,-0.001484,-0.007148,-0.00735,-0.017843,MNG_Salkhit_UP,salkhit1
MNG_SHU002:SHU002,0.048944,-0.346296,0.026776,-0.033915,-0.009232,0.009203,0.00987,0.008538,-0.009613,-0.007836,-0.045794,-0.004496,0.012042,-0.013625,-0.002986,-0.000796,-0.001434,-0.00266,0.008422,-0.000625,0.008235,-0.003215,-0.0053,0.004097,-0.002754,MNG_SHU002,SHU002
MNG_Slab_Grave_EIA_1:I12969,0.027318,-0.442771,0.088246,-0.023902,-0.07663,-0.049085,0.017626,0.028383,0.015135,0.014214,-0.027444,-0.002847,0.010406,-0.000138,0.002036,0.007425,-0.00013,-0.002787,0.002263,0.011756,-0.024706,-0.006554,-0.02428,-0.001084,-0.000359,MNG_Slab_Grave_EIA_1,I12969
MNG_Slab_Grave_EIA_1:I12971,0.027318,-0.437693,0.086361,-0.023902,-0.068936,-0.040718,0.021856,0.019384,0.010431,0.017859,-0.048229,-0.00045,0.003717,-0.004679,0.00095,-0.016574,-0.009779,-0.006081,0.001634,0.011881,-0.020214,0.006306,-0.013927,-0.006507,0.011017,MNG_Slab_Grave_EIA_1,I12971
MNG_Slab_Grave_EIA_1:I13178,0.028456,-0.443786,0.066373,-0.034884,-0.081861,-0.03765,0.020446,0.023768,0.024747,0.024966,-0.028418,-0.000749,-0.003717,-0.005918,-0.000543,-0.006762,-0.000913,0.006588,-0.001131,0.023136,-0.019216,-0.009027,-0.022554,-0.00482,0.005269,MNG_Slab_Grave_EIA_1,I13178
MNG_Slab_Grave_EIA_1:I13963,0.028456,-0.435662,0.09956,-0.02907,-0.089247,-0.05773,0.015511,0.027691,0.015544,0.014214,-0.01835,0.004196,-0.002825,0.000413,-0.0076,-0.004243,-0.00665,0.000253,0.001383,0.016008,-0.019091,-0.004575,-0.021692,-0.003374,0.002155,MNG_Slab_Grave_EIA_1,I13963
MNG_Slab_Grave_EIA_1:I6349,0.029594,-0.437693,0.075801,-0.030685,-0.068936,-0.041834,0.005405,0.020768,0.011249,0.018588,-0.037674,-0.002098,-0.00996,0.005643,0.005293,0.00358,-0.00326,0.000633,-0.001006,0.02076,-0.021712,-0.001855,-0.023294,-0.009158,0.00012,MNG_Slab_Grave_EIA_1,I6349
MNG_Slab_Grave_EIA_1:I6352,0.029594,-0.437693,0.086738,-0.030039,-0.063089,-0.051316,0.019271,0.021922,0.012885,0.016766,-0.038648,0.00045,-0.001635,0.00055,-0.003936,-0.000265,0.004433,-0.003167,-0.002011,0.01063,-0.029074,-0.001607,-0.02884,-0.008796,0.000718,MNG_Slab_Grave_EIA_1,I6352
MNG_Slab_Grave_EIA_1:I6353,0.028456,-0.433631,0.085984,-0.029716,-0.070167,-0.040439,0.011751,0.019384,0.013499,0.012574,-0.036375,-0.003147,-0.001041,-0.010322,-0.00285,-0.00305,0.001565,-0.00266,0.000503,0.022761,-0.038807,0.001855,-0.020706,-0.003615,0.001916,MNG_Slab_Grave_EIA_1,I6353
MNG_Slab_Grave_EIA_1:I6357,0.026179,-0.4316,0.078441,-0.030039,-0.072321,-0.048527,0.011281,0.017307,0.014317,0.016583,-0.041084,-0.004796,-0.00446,-0.003028,-0.001221,-0.009149,-0.001173,-0.004561,-0.001131,0.016383,-0.021213,0.015333,-0.018241,-0.010604,0.007424,MNG_Slab_Grave_EIA_1,I6357
MNG_Slab_Grave_EIA_1:I6359,0.043253,-0.357466,0.073539,0.01615,-0.079707,-0.040718,-0.004935,-0.002769,0.001841,-0.002916,-0.028093,0.002248,0.00223,-0.021882,-0.001357,0.007027,-0.005085,-0.004941,0.003394,0.012506,-0.037684,0.005935,-0.007148,0.005784,-0.004071,MNG_Slab_Grave_EIA_1,I6359
MNG_Slab_Grave_EIA_1:I6365,0.026179,-0.428553,0.092017,-0.018088,-0.100634,-0.064424,0.021856,0.034383,0.017794,0.016948,0.004872,0.002698,0.004162,-0.006055,-0.007872,0.000133,0.002738,0.000253,0.007793,0.009505,-0.019965,-0.001607,-0.020829,0.002651,0.006466,MNG_Slab_Grave_EIA_1,I6365
MNG_Slab_Grave_EIA_1:I6369,0.0387,-0.381839,0.084098,-0.008398,-0.071706,-0.050479,0.010575,0.013846,0.010226,0.014032,-0.014777,0.004496,-0.001487,-0.005643,-0.000271,0.002784,-0.000522,0.001014,0.006411,0.014632,-0.015847,0.000495,-0.016638,-0.007953,0.010777,MNG_Slab_Grave_EIA_1,I6369
MNG_Slab_Grave_EIA_1:I7032,0.033009,-0.4316,0.084475,-0.023902,-0.083708,-0.053826,0.014806,0.023768,0.011453,0.024237,-0.02923,-0.004346,-0.004014,-0.006193,-0.002036,-0.003713,0.000391,-0.001394,0.005279,0.017133,-0.024582,-0.002844,-0.017378,0.004579,-0.000718,MNG_Slab_Grave_EIA_1,I7032
MNG_TSI001:TSI001,0.037562,-0.426522,0.096543,-0.017765,-0.105866,-0.064145,0.00752,0.007154,0.009817,0.002187,0.005196,0.002398,-0.012487,0.001376,-0.012215,-0.001724,0.003912,-0.003674,-0.001885,0.010755,-0.021836,0.0115,-0.009737,-0.001928,0.014011,MNG_TSI001,TSI001
MNG_TUK001:TUK001,0.094473,0.081242,-0.062979,0.001615,-0.066782,0.012271,0.00893,-0.000692,-0.046836,-0.030616,-0.005684,-0.001649,0.001933,-0.012248,0.015608,0.016441,-0.007432,0.003927,0.007793,-0.024887,-0.001123,-0.010263,0,-0.005784,-0.000599,MNG_TUK001,TUK001
MNG_TUM001:TUM001,0.03187,-0.364575,0.00792,-0.048127,0.022466,0.009482,0.006815,0.006461,-0.016157,-0.009112,-0.060571,-0.01109,0.007284,-0.006193,-0.002307,0.002387,0.002477,-0.001394,-0.006034,-0.012131,0.001747,0.007543,0.0053,-0.001807,0.002155,MNG_TUM001,TUM001
MNG_Ulaanzukh_LBA_2:I12960,0.01935,-0.443786,0.084475,-0.029716,-0.072013,-0.055499,0.014336,0.020999,0.013908,0.007472,-0.042383,-0.005695,0.002825,-0.002477,0.004343,0.001061,-0.007302,0.0019,0.005908,0.025512,-0.027951,-0.002226,-0.019473,-0.011568,0.012693,MNG_Ulaanzukh_LBA_2,I12960
MNG_Ulaanzukh_LBA_2:I12972,0.026179,-0.441755,0.054305,-0.042959,-0.0437,-0.023985,0.006815,0.011307,0.01309,0.015126,-0.052614,-0.007343,0.00773,-0.009771,0.001764,-0.000398,0.00352,0.000633,0.004525,0.012006,-0.027701,0.00915,-0.008134,-0.005422,0.018202,MNG_Ulaanzukh_LBA_2,I12972
MNG_Ulaanzukh_LBA_2:I13964,0.026179,-0.433631,0.078818,-0.026809,-0.08063,-0.050479,0.015041,0.01823,0.012476,0.013303,-0.038161,-0.003747,0,0.004266,-0.006243,0.000663,0.001695,-0.00076,0.003017,0.025762,-0.030821,-0.000247,-0.024526,-0.010242,-0.008263,MNG_Ulaanzukh_LBA_2,I13964
MNG_Ulaanzukh_LBA_2:I14037,0.025041,-0.439724,0.071653,-0.041021,-0.050163,-0.034582,0.009165,0.020768,0.005931,0.014214,-0.053263,-0.00015,0.012339,-0.000963,-0.000679,-0.00305,-0.002608,0.001014,0.000126,0.012756,-0.025455,0.012489,-0.020952,-0.002771,0.007305,MNG_Ulaanzukh_LBA_2,I14037
MNG_Ulaanzuukh_Slab_Grave:BOR001,0.023903,-0.430584,0.072784,-0.039406,-0.053548,-0.04016,0.00846,0.016615,0.003068,0.023873,-0.046768,-0.004646,0.003122,-0.001514,-0.006515,-0.007292,0.002738,-0.012922,-0.005028,0.02051,-0.03132,-0.020526,-0.02354,-0.001566,0.001317,MNG_Ulaanzuukh_Slab_Grave,BOR001
MNG_Ulaanzuukh_Slab_Grave:BUL002,0.027318,-0.430584,0.057322,-0.034238,-0.036622,-0.031794,0.00611,0.020538,0.0045,0.013668,-0.052451,-0.002698,0.001635,-0.006055,-0.002172,0.005038,0.001695,-0.006208,-0.006536,0.019259,-0.007487,-0.000495,-0.01442,-0.003976,0.000359,MNG_Ulaanzuukh_Slab_Grave,BUL002
MNG_Ulaanzuukh_Slab_Grave:MIT001,0.027318,-0.425507,0.095412,-0.040052,-0.08063,-0.046575,0.014806,0.032306,0.006749,0.01713,-0.032965,0.001199,0,0.004954,-0.001629,-0.002121,-0.002217,0.000633,0.000754,0.02176,-0.022959,0,-0.017008,-0.007591,-0.001437,MNG_Ulaanzuukh_Slab_Grave,MIT001
MNG_Ulaanzuukh_Slab_Grave:ULN001,0.018212,-0.438709,0.072784,-0.02907,-0.055703,-0.04267,0.00893,0.023999,0.014726,0.016219,-0.038648,0.000599,0.000149,0.001789,0.000136,-0.009149,-0.012517,-0.007475,0.003394,0.011881,-0.024706,0.002473,-0.021322,-0.008073,0.003712,MNG_Ulaanzuukh_Slab_Grave,ULN001
MNG_Ulaanzuukh_Slab_Grave:ULN003,0.03187,-0.429569,0.073539,-0.02907,-0.072937,-0.04518,0.012926,0.016615,0.016566,0.012757,-0.038324,0.00015,0.000595,-0.003578,0.003936,0.001591,0.00665,0,0.000126,0.028013,-0.038557,0.01014,-0.016762,-0.010122,0.007903,MNG_Ulaanzuukh_Slab_Grave,ULN003
MNG_Ulaanzuukh_Slab_Grave:ULN006,0.020488,-0.420429,0.070522,-0.028747,-0.075399,-0.055778,0.013866,0.021691,0.011453,0.02442,-0.043358,-0.004496,-0.005946,-0.001376,0.006107,-0.001326,0.003912,0,0.000503,0.020385,-0.024956,-0.001855,-0.025143,-0.00735,0.001916,MNG_Ulaanzuukh_Slab_Grave,ULN006
MNG_Ulaanzuukh_Slab_Grave:ULN007,0.022765,-0.44074,0.078064,-0.034238,-0.059088,-0.034582,0.010575,0.014769,0.001432,0.019864,-0.050016,-0.003147,0.000595,0.00578,0.000271,-0.001458,-0.002999,-0.004814,-0.000251,0.014382,-0.02009,-0.003091,-0.02465,-0.002651,0.005508,MNG_Ulaanzuukh_Slab_Grave,ULN007
MNG_Ulaanzuukh_Slab_Grave:ULN009,0.027318,-0.435662,0.084475,-0.024871,-0.080938,-0.048527,0.012926,0.020076,0.013499,0.011481,-0.030367,-0.005695,-0.002081,0.006331,-0.007193,-0.000663,0.00665,-0.006208,0.00176,0.026012,-0.026329,-0.003339,-0.024157,-0.007109,-0.005628,MNG_Ulaanzuukh_Slab_Grave,ULN009
MNG_Ulaanzuukh_Slab_Grave:ULN010,0.023903,-0.432616,0.065242,-0.031977,-0.062165,-0.036535,0.011045,0.016845,0.019225,0.020228,-0.050178,-0.002548,0.000446,-0.00289,0.007465,-0.000265,0.003651,-0.004941,0.00352,0.016508,-0.025954,0.000742,-0.013064,-0.004699,-0.002275,MNG_Ulaanzuukh_Slab_Grave,ULN010
MNG_Ulgii_EBA_1:I12977,0.043253,-0.335125,0.076178,0.012274,-0.074475,-0.031515,-0.000705,0.005307,-0.003068,-0.001093,-0.026632,-0.006444,0.006244,-0.007019,0.006922,0.004906,0.005476,-0.006208,-0.000126,0.014757,-0.02246,0.010263,-0.008627,-0.001807,0.003952,MNG_Ulgii_EBA_1,I12977
MNG_Ulgii_EBA_1:I13180,0.046667,-0.320907,0.072784,0.027455,-0.075706,-0.021196,0.00282,-0.002308,-0.002045,-0.01221,-0.017863,0.002098,0.005054,-0.019542,0.010043,-0.001989,-0.000391,-0.009628,-0.003017,0.020135,-0.033691,-0.000495,-0.008258,-0.00253,0.00455,MNG_Ulgii_EBA_1,I13180
MNG_Ulgii_EBA_1:I6361,0.040976,-0.359497,0.080704,0.01292,-0.08063,-0.034582,0.003055,-0.000692,-0.001636,0.001822,-0.015589,-0.008393,0.00773,-0.018166,0,0.001061,-0.002608,0.003041,0.000251,0.014507,-0.028699,0.007419,-0.00493,-0.010242,0.005628,MNG_Ulgii_EBA_1,I6361
MNG_UUS001:UUS001,0.05805,-0.215292,0.021119,-0.031977,-0.049548,-0.02008,0.00846,0.007846,-0.003886,0.003462,-0.031666,0.003147,-0.000892,0.006744,0.009093,-0.007955,-0.005867,0.003801,0.010307,0.008754,-0.015722,-0.007296,-0.019843,0.000361,-0.006347,MNG_UUS001,UUS001
MNG_Xianbei_IA:I13175,0.0387,-0.387932,0.073916,-0.02907,-0.06155,-0.037929,0.011281,0.012923,-0.000205,0.017312,-0.048392,0.001649,-0.000149,0.00234,0.005836,0.007955,0.001173,0.002407,0.010433,0.022011,-0.02009,-0.018053,-0.023787,-0.008917,-0.001078,MNG_Xianbei_IA,I13175
MNG_Xiongnu_Central_Asian:DA38,0.067156,-0.129988,0.029038,0.050711,-0.04924,0.010319,0.000705,-0.000462,-0.019634,-0.030616,-0.011367,-0.000899,0.000297,-0.01445,0.018729,0.006364,-0.009127,0.009755,0.006159,-0.005753,-0.015722,0.001978,0.009983,-0.001325,0.005269,MNG_Xiongnu_Central_Asian,DA38
MNG_Xiongnu_Central_Asian:DA41,0.072847,-0.164516,0.039598,0.036499,-0.045239,0.011992,-0.001175,0.002769,-0.015339,-0.011845,-0.015752,-0.009442,0.000743,-0.014863,0.014522,0.00769,-0.011865,-0.002534,-0.003645,-0.001126,-0.016221,0.010016,0.007148,0.001687,0.006227,MNG_Xiongnu_Central_Asian,DA41
MNG_Xiongnu_East_Asian:DA39,0.028456,-0.411289,0.04714,-0.040698,-0.012925,-0.013666,0.015276,0.009692,-0.000205,0.004556,-0.04693,-0.002248,-0.003568,-0.007569,0.006243,0.006629,0.005215,-0.000253,-0.004399,-0.001251,-0.012228,0.001978,-0.003821,-0.002289,0.002634,MNG_Xiongnu_East_Asian,DA39
MNG_Xiongnu_East_Asian:DA43,0.022765,-0.435662,0.008297,-0.067184,0.048624,0.01255,0.009635,-0.001846,-0.006954,0.003645,-0.07275,-0.003297,0.011893,-0.006193,0.00095,0.004375,0.000913,0.006208,-0.007416,-0.003502,0.009234,0.006554,0.012941,-0.00735,-0.005149,MNG_Xiongnu_East_Asian,DA43
MNG_Xiongnu_East_Asian:DA45,0.014797,-0.44074,0.006034,-0.060401,0.05601,0.02008,0.00329,0.003,-0.003681,0.003827,-0.066904,-0.008393,0.007136,-0.002477,-0.005972,-0.001326,-0.001956,0.000507,-0.003142,-0.01138,0.017095,0.014344,0.012325,-0.007591,0,MNG_Xiongnu_East_Asian,DA45
MNG_YUR001:YUR001,0.022765,-0.453942,0.012445,-0.061047,0.052625,0.014502,0.002585,0.003231,-0.0045,0.005103,-0.078596,-0.01154,0.012933,-0.00055,-0.007057,-0.010342,-0.002868,-0.004054,-0.003897,-0.012631,0.014724,0.003833,0.005669,-0.006748,-0.006227,MNG_YUR001,YUR001
MWI_Chencherere_5200BP:I4421,-0.556595,0.063978,0.002263,0.029716,-0.001539,-0.012271,0.159572,-0.119533,0.031497,-0.021504,-0.004547,-0.03387,-0.029732,-0.001239,0.018865,-0.01896,0.021644,0.127575,-0.050405,-0.00988,-0.011355,-0.027822,-0.001849,-0.013375,0.006107,MWI_Chencherere_5200BP,I4421
MWI_Fingira_2500BP:I4426,-0.59188,0.050776,0.014708,0.027778,-0.003077,0.000558,0.187538,-0.148609,0.031497,-0.016583,-0.001299,-0.019932,-0.017839,0.002202,0.010179,-0.012861,0.024121,0.119721,-0.037835,-0.002501,-0.016596,-0.007666,0.000863,-0.000602,0.001197,MWI_Fingira_2500BP,I4426
MWI_Fingira_6100BP:I4427,-0.582774,0.060932,0.009805,0.024871,-0.002462,-0.006972,0.171558,-0.122764,0.048063,-0.025513,-0.009094,-0.034619,-0.022894,-0.003165,0.026465,-0.017502,0.029467,0.123901,-0.020363,-0.008379,-0.021961,0.006925,0.006286,-0.001325,-0.00479,MWI_Fingira_6100BP,I4427
MWI_Hora_9000BP:I2966,-0.544074,0.057885,0.007542,0.026163,0.001539,-0.005578,0.167328,-0.13061,0.033746,-0.012574,-0.005359,-0.02203,-0.017691,0.005505,0.016151,-0.011138,0.022817,0.118834,-0.030545,-0.004377,-0.018218,-0.004451,-0.005793,-0.000843,0.003712,MWI_Hora_9000BP,I2966
MYS_Historical:Ma554,0.005691,-0.420429,-0.059585,-0.069122,0.153259,0.044901,-0.005405,-0.009461,-0.024543,-0.03098,0.069015,0.006444,-0.011596,0.008533,0.002307,0.024131,0.001434,0.015456,0.013575,0.000125,0.012353,-0.011994,-0.004807,-0.018316,-0.050894,MYS_Historical,Ma554
MYS_Historical:Ma555,0.009106,-0.425507,-0.056568,-0.047481,0.149259,0.046017,-0.003525,-0.010615,-0.020452,-0.017677,0.056349,-0.001948,-0.008622,0.003991,0.014251,0.009016,-0.002738,-0.005828,0.004399,-0.007504,-0.005865,-0.020032,-0.013557,-0.004699,-0.036524,MYS_Historical,Ma555
MYS_LN:Ma912,0,-0.395041,-0.084098,-0.034561,0.154183,0.068049,-0.007285,-0.010615,-0.005522,-0.018224,0.090938,0.017834,-0.015163,0.006331,0.006922,-0.001061,-0.001695,-0.006841,-0.003394,0.019259,-0.01697,0.012984,-0.009737,0.00723,0.048379,MYS_LN,Ma912
NLD_BA:I4070,0.132035,0.128972,0.063733,0.058463,0.02185,0.019801,0.00282,0.003231,-0.007158,-0.007654,-0.005846,0.00015,-0.017691,-0.02202,0.019679,0.000796,-0.001304,-0.00152,-0.002765,0.007003,0.005865,-0.000371,0.003574,0.005061,0.000599,NLD_BA,I4070
NLD_BA:I4071,0.122929,0.129988,0.070144,0.07429,0.034468,0.01506,0.01081,0.005538,0.003068,-0.009841,-0.009743,0.009442,-0.010555,-0.021469,0.038545,0.019225,0.008605,0.001394,0.005405,0.014382,-0.001248,-0.003957,-0.00037,0.006145,-0.000838,NLD_BA,I4071
